,system,ff,guest_type,total,bond,ang,dih,v14,e14,ele,vdw,total_sem,bond_sem,ang_sem,dih_sem,v14_sem,e14_sem,ele_sem,vdw_sem
0,a-bam-p,smirnoff,aliphatic_ammoniums,-0.4157927233281953,-0.5790712240295228,-2.835390323183134,6.160620371147928,0.3242682332663662,1.192770035013723,-1.7947170288171037,-2.8842727867036047,0.28436077087226985,0.17587460826498222,0.5826190664395009,1.5442674687762403,0.137160938892628,0.36870734370087443,0.6275531270366775,0.3874634664008366
1,a-bam-p,bgbg_tip3p,aliphatic_ammoniums,0.43796618783744634,-1.2433552150751943,-4.13590593635152,10.380198561327418,-0.37284289607206134,-2.854269041142743,2.3298494526097784,-3.665708737438763,0.628791182953997,0.1476422696518682,0.3225476925465286,0.8671343973075528,0.3225919150626047,0.7571444255227208,0.7131597804195792,0.36864295237518174
2,a-bam-s,smirnoff,aliphatic_ammoniums,-1.1863300738259568,-1.1441726756200374,-5.099978353675425,11.244437459157211,-0.14708389416296086,-1.2970884443969908,-0.5195211905629549,-4.222922974565336,0.34656470466112116,0.08306317529833791,0.10196211199308021,0.43073810125007034,0.18898870187826955,0.49660625632047906,0.634765901243738,0.1575830205100116
3,a-bam-s,bgbg_tip3p,aliphatic_ammoniums,-1.346365618534037,-0.17063626024560818,-1.46165967528826,1.9858674747645892,0.4309661647179901,0.4614852627853452,-0.5872978271690954,-2.0050907581407955,0.7190676397314725,0.2995809835967234,0.7342573534887235,2.4501161183083373,0.27110113167207434,0.9089128157394795,1.0880994398941852,0.6403418531567323
4,a-but-p,smirnoff,aliphatic_carboxylates,-1.8585117872680712,-0.5168840012704088,-2.280305041710349,5.10339195570387,0.026721596955390226,1.051736787231107,-2.579284168925369,-2.663888915268217,0.24254653756580358,0.07611699789817074,0.342376860788212,0.8131693138771092,0.10179321808218227,0.3227561854266377,0.4577228777833099,0.28397105947556084
5,a-but-p,bgbg_tip3p,aliphatic_carboxylates,-0.07008784439676674,-0.5077483582436884,-1.6005853446228713,4.87112633408492,0.02029853057627662,0.5638693359276203,-0.9755551797934459,-2.4414931623182383,0.6862480720335457,0.21985687961989125,0.626123643743434,1.5836093328754772,0.36595267788868135,0.9224178238927598,1.1323281919553994,0.5188082961816409
6,a-but-s,smirnoff,aliphatic_carboxylates,-0.6723053612731746,-0.2943290392167661,-0.16541577359083703,2.3713648727717214,0.235359879265566,1.491535371281202,-2.5188681066574645,-1.791952565120937,0.6368582151443992,0.2113483864743497,0.19914954231737922,1.1884089689889097,0.27471634121112043,0.576654715725383,0.7781276325490479,0.231676265789308
7,a-but-s,bgbg_tip3p,aliphatic_carboxylates,-1.5387077652740118,-0.48977711648254285,-1.794638299621056,5.097899372264919,0.3224166866040328,1.0931614277219524,-3.6365981692542846,-2.131171666483624,0.29145893042986204,0.019711071644670192,0.0912524486489983,0.2232833554641256,0.03737041603826051,0.14545288805440718,0.39988768075370146,0.17767685203512398
8,a-cbu-p,smirnoff,cyclic_alcohols,-2.1143865582816943,-0.34598392668238986,-1.7070131362837344,4.489847439116602,0.1491514497981612,2.03628103505298,-3.085118617895205,-3.6515508013885665,0.22237824453101523,0.10009442433572183,0.3603059168687021,0.8883935004811859,0.13316060882545946,0.34970139411519474,0.4159454391819155,0.1933424843703154
9,a-cbu-p,bgbg_tip3p,cyclic_alcohols,-0.2841869177900662,-0.481816031155212,-1.5958747167012888,4.573383510732924,-0.11283167379427184,0.3537695959097391,-0.4936809293430997,-2.5271366734359617,0.31258251744244064,0.13519305722798844,0.45672789309777717,1.0544377071083346,0.2776957851510268,0.6545525149700986,0.7615420739482527,0.3519871019679391
